0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
[12597],[2684],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[33694],[1561],[26901],[28084],[19688],[3990],[30875],[19465],[12920],,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2935],[17439],[26030],[13811],[901],[13827],[14879],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[16902],[19578],[1982],[1237],[16303],[33942],[8686],[16892],[22077],,,,,,,,,,,,,,,,,,,,,,,,,,,,
[22398],[10096],[25431],[10969],[27800],[20969],[24620],[18367],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[12921],[24183],[414],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[20301],[17483],[32887],[23092],[20500],[24242],[7423],[8080],[34688],,,,,,,,,,,,,,,,,,,,,,,,,,,,
[32181],[21915],[5909],[12258],[10333],[15779],[28188],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[16461],[33536],[34723],[9674],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[18856],[22723],[8588],[8588],[13813],[24591],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[18263],[11484],[31710],[31088],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[13569],[14448],[18367],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[32369],[20500],[129],[17347],[7597],[812],[4387],[26192],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[30807],[14027],[17864],[543],[11791],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[22769],[19768],[25783],[24987],[3899],[4465],[1042],[13701],[20652],,,,,,,,,,,,,,,,,,,,,,,,,,,,
[5678],[13249],[24841],[29015],[32181],[34731],[4645],[5678],[18312],[5301],[21213],,,,,,,,,,,,,,,,,,,,,,,,,,
[19928],[2069],[20500],[18214],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[15532],[11336],[11341],[30971],[11340],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[8769],[33335],[25228],[14171],[33869],[11683],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[27909],[6496],[25166],[7597],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[32821],[28685],[1069],[30624],[11080],[29848],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[13569],[28519],[13396],[20073],[29801],[10512],[17973],[17974],[10271],,,,,,,,,,,,,,,,,,,,,,,,,,,,
[27378],[10026],[6620],[2642],[13396],[23316],[24222],[18880],[9143],[12742],,,,,,,,,,,,,,,,,,,,,,,,,,,
[14181],[30065],[12459],[10392],[31284],[21062],[18367],[1042],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[34657],[3504],[9730],[3847],[9999],[29114],[29254],[3514],[8251],,,,,,,,,,,,,,,,,,,,,,,,,,,,
[14391],[27370],[21704],[15209],[33497],[34502],[33684],[14862],[1322],[20449],[3899],,,,,,,,,,,,,,,,,,,,,,,,,,
[13029],[12407],[10009],[4684],[12620],[4645],[7343],[10561],[7585],[18367],[32471],[7343],,,,,,,,,,,,,,,,,,,,,,,,,
[18537],[10026],[34101],[27039],[13208],[11794],[5078],[17004],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[12304],[4375],[8659],[4375],[8310],[34074],[33593],[34050],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[29254],[28470],[24695],[30690],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[4036],[29488],[18011],[4173],[29488],[18011],[24092],[4173],[13771],,,,,,,,,,,,,,,,,,,,,,,,,,,,
[13913],[32260],[1169],[11865],[2785],[2787],[16676],[2786],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[13569],[3170],[30731],[18200],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[7597],[31492],[2069],[9035],[7542],[4570],[33497],[19453],[28829],[7554],[2098],[15099],,,,,,,,,,,,,,,,,,,,,,,,,
[564],[16482],[25811],[7542],[2717],[13992],[17367],[21483],[7866],[1364],[27436],[12605],,,,,,,,,,,,,,,,,,,,,,,,,
[26798],[24296],[22005],[21704],[32887],[17014],[28799],[17864],[19740],[1788],[4570],[17650],[34363],[18044],[10637],,,,,,,,,,,,,,,,,,,,,,
[13321],[34409],[15667],[31627],[8588],[1982],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[9664],[14395],[19608],[20614],[15324],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[17557],[24386],[23094],[1042],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[10624],[6714],[8639],[14105],[1042],[22049],[6714],[17316],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[18003],[8884],[12669],[16303],[19910],[21068],[7122],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[23841],[3344],[2557],[20164],[4744],[14234],[10746],[17784],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[10683],[28056],[17512],[16300],[6858],[23058],[13505],[33292],[18968],[13277],[8216],[13936],[23316],[24339],[10422],,,,,,,,,,,,,,,,,,,,,,
[31627],[10881],[20500],[947],[21333],[5930],[21530],[23564],[9316],[21333],,,,,,,,,,,,,,,,,,,,,,,,,,,
[21220],[2717],[698],[6889],[2718],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[10096],[17933],[27943],[6211],[28861],[33277],[11659],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[6356],[27336],[18367],[15530],[23569],[30624],[7269],[2632],[11341],,,,,,,,,,,,,,,,,,,,,,,,,,,,
[28234],[2970],[10422],[17356],[8291],[16630],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[16342],[10554],[7585],[30198],[33136],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[12681],[12681],[17784],[10422],[31982],[28519],[30036],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[30961],[20500],[11686],[11683],[11683],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[13569],[10562],[947],[7363],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[13569],[17986],[28836],[32642],[18685],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[35023],[30132],[6753],[26839],[11607],[29036],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[18011],[25386],[30043],[34884],[30659],[8736],[2948],[18413],[5321],,,,,,,,,,,,,,,,,,,,,,,,,,,,
[31364],[10338],[24005],[32181],[17481],[24040],[4059],[3493],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[33942],[13913],[33869],[27039],[17465],[10438],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[8588],[3117],[13139],[28519],[34688],[28529],[2114],[5989],[8618],,,,,,,,,,,,,,,,,,,,,,,,,,,,
[27126],[24651],[13349],[12728],[26231],[3376],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[6176],[9702],[9702],[11396],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[32529],[10750],[24108],[29332],[16303],[2511],[9967],[4059],[19429],,,,,,,,,,,,,,,,,,,,,,,,,,,,
[30487],[4387],[23417],[4381],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[27086],[7635],[16963],[6882],[23543],[34469],[30833],[19889],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[16178],[27581],[32083],[7837],[7695],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[18011],[2651],[4098],[7597],[26798],[12669],[2114],[34638],[18367],[7118],[20566],[20569],,,,,,,,,,,,,,,,,,,,,,,,,
[34688],[31755],[33772],[19056],[27995],[17383],[6969],[23011],[22554],[33610],[33772],,,,,,,,,,,,,,,,,,,,,,,,,,
[24743],[24434],[13569],[28572],[29190],[6107],[25814],[16051],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[21220],[31880],[31627],[7743],[23134],[13569],[22220],[7446],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[23316],[18483],[911],[28068],[27443],[33918],[3551],[19206],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[13775],[8120],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[18650],[14500],[17864],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[32784],[13680],[10692],[7505],[9137],[26757],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[13569],[10554],[7585],[7343],[6559],[26049],[23209],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2935],[21483],[10009],[30984],[13569],[1211],[18367],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[4570],[2804],[3414],[27557],[19407],[18367],[28942],[30738],[11864],,,,,,,,,,,,,,,,,,,,,,,,,,,,
[8060],[7914],[19303],[32866],[5806],[26822],[24183],[21371],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[24333],[22554],[13771],[12655],[10422],[33201],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[35197],[9648],[17782],[6542],[17552],[227],[32471],[25476],[5786],[21190],[4684],[5829],,,,,,,,,,,,,,,,,,,,,,,,,
[29019],[19608],[17285],[9406],[32181],[32202],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[32866],[11188],[7831],[14512],[19928],[6470],[11188],[34956],[18435],,,,,,,,,,,,,,,,,,,,,,,,,,,,
[23622],[12019],[18044],[3357],[5062],[33801],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[17014],[1315],[21085],[27943],[34569],[6761],[24935],[12407],[4884],[11903],[14656],,,,,,,,,,,,,,,,,,,,,,,,,,
[25451],[980],[911],[11425],[11614],[980],[25962],[32461],[31516],[5270],,,,,,,,,,,,,,,,,,,,,,,,,,,
[11850],[33891],[10438],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[35034],[9999],[33536],[31364],[18331],[33201],[22554],[9997],[28330],[27386],[1042],[8055],,,,,,,,,,,,,,,,,,,,,,,,,
[12712],[20823],[19928],[17891],[2935],[11708],[21379],[33891],[2204],[12686],[27443],,,,,,,,,,,,,,,,,,,,,,,,,,
[18880],[13569],[8670],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[10597],[28829],[12443],[10554],[20188],[10555],[28519],[18200],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[11510],[28807],[20652],[15909],[19453],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[20159],[11713],[9726],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[18184],[29138],[18367],[15530],[23569],[30624],[7269],[2632],[11341],,,,,,,,,,,,,,,,,,,,,,,,,,,,
[30964],[31501],[30964],[24183],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[15064],[12669],[27370],[31697],[5152],[9636],[10071],[3062],[7478],,,,,,,,,,,,,,,,,,,,,,,,,,,,
[22163],[1588],[9960],[4143],[17519],[32887],[4059],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[31098],[8673],[32181],[19759],[32465],[20342],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[30939],[3730],[11683],[24841],[14234],[14365],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[15681],[16303],[31697],[10900],[10033],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[18367],[27378],[27639],[7259],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[13021],[7585],[29368],[31627],[4735],[24308],[7585],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[4549],[25950],[16915],[13555],[2788],[25119],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2935],[34439],[22674],[13337],[11080],[18706],[3551],[34177],[13118],,,,,,,,,,,,,,,,,,,,,,,,,,,,
[8910],[1821],[34474],[15128],[31344],[20202],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[8422],[31669],[9207],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[510],[30315],[19394],[7472],[8426],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[30964],[6196],[30964],[24183],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[4570],[9997],[15077],[10419],[12669],[24343],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[10562],[7585],[12620],[31718],[28545],[4527],[31284],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[27990],[31501],[8210],[14165],[28633],[31739],[28446],[28446],[32368],[31501],[12866],[7267],[27905],,,,,,,,,,,,,,,,,,,,,,,,
[14564],[7951],[26048],[13555],[25708],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[34973],[11202],[28865],[11592],[10096],[27273],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[10287],[32429],[7597],[21220],[27167],[4111],[27540],[21935],[15961],,,,,,,,,,,,,,,,,,,,,,,,,,,,
[22474],[18254],[17864],[11452],[10595],[15109],[12312],[29848],[18254],[17864],[17083],[14163],[33942],,,,,,,,,,,,,,,,,,,,,,,,
[954],[25405],[21553],[12106],[32159],[14574],[4867],[33175],[31869],[14574],[32162],[23840],,,,,,,,,,,,,,,,,,,,,,,,,
[9765],[32186],[32181],[20779],[26434],[27631],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[15177],[27983],[31710],[15177],[21157],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[31460],[3857],[880],[12866],[33300],[31459],[239],[6533],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[11683],[10026],[15925],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[12947],[12946],[20793],[24743],[13456],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[7861],[19674],[2426],[3345],[9191],[1042],[25544],[28155],[30055],[22785],[1042],[10713],,,,,,,,,,,,,,,,,,,,,,,,,
[3486],[24183],[414],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[31288],[9919],[20346],[17725],[3153],[751],[33942],[980],[28517],,,,,,,,,,,,,,,,,,,,,,,,,,,,
[7118],[28519],[10256],[17864],[23150],[18367],[17872],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[34978],[1211],[19688],[16032],[33265],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[20500],[19826],[31299],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[11457],[3745],[27167],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[259],[5909],[23272],[29398],[18573],[29993],[12586],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[13569],[3170],[7585],[17529],[19782],[16379],[15064],[3170],[7343],[4618],[29156],[5662],[2717],[24442],[3169],,,,,,,,,,,,,,,,,,,,,,
[1213],[21220],[3504],[25431],[11012],[9785],[34780],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[12728],[13813],[30120],[13569],[30120],[12728],[13813],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[17634],[11099],[14512],[16833],[17634],[14509],[33869],[33869],[11687],,,,,,,,,,,,,,,,,,,,,,,,,,,,
[21379],[12241],[33800],[13596],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[21430],[6804],[14512],[29058],[18439],[7343],[28243],[33575],[14701],[10562],,,,,,,,,,,,,,,,,,,,,,,,,,,
[32166],[24296],[26349],[11614],[18011],[20652],[880],[32166],[20087],[1038],[4527],[11614],[2114],,,,,,,,,,,,,,,,,,,,,,,,
[32344],[16346],[12368],[22163],[10450],[29394],[32308],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[18816],[17864],[18880],[32887],[13569],[30971],[20169],[18769],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[21190],[18856],[7711],[21190],[18856],[24671],[13569],[34435],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[6176],[9702],[18589],[22947],[9977],[11396],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[33795],[6211],[17854],[23483],[11230],[25228],[5935],[34036],[14648],,,,,,,,,,,,,,,,,,,,,,,,,,,,
[33593],[7269],[27639],[2471],[29911],[4755],[10392],[4809],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[23313],[18856],[32887],[13569],[11257],[23313],[18435],[30043],[23695],[11256],,,,,,,,,,,,,,,,,,,,,,,,,,,
[2935],[17439],[26030],[13811],[901],[13827],[14879],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[3117],[31284],[33737],[29394],[32308],[3157],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[22303],[11012],[234],[27257],[8319],[27257],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[947],[13813],[2866],[7169],[13827],[901],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2148],[21333],[16397],[20219],[21112],[21341],[22818],[339],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[20490],[34201],[5107],[33175],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[13569],[34638],[6414],[26259],[19841],[17484],[22532],[34638],[19841],,,,,,,,,,,,,,,,,,,,,,,,,,,,
[8192],[8192],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[32081],[30917],[25940],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[13323],[4645],[969],[31288],[12669],[8215],[32232],[16870],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[31557],[6583],[1131],[1131],[31557],[17833],[6579],[13555],[19440],[2458],[17794],,,,,,,,,,,,,,,,,,,,,,,,,,
[26126],[10722],[12728],[20756],[10422],[18367],[15530],[17379],[21618],,,,,,,,,,,,,,,,,,,,,,,,,,,,
[676],[9124],[17473],[18367],[13555],[28519],[31627],[10815],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[23853],[15785],[29283],[6565],[20614],[28836],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[18367],[11123],[27491],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[33684],[17347],[21501],[26193],[1042],[25793],[27095],[33613],[14606],[9384],[18898],[22601],[10683],[15455],[9937],,,,,,,,,,,,,,,,,,,,,,
[11505],[23784],[25143],[207],[34001],[19773],[21717],[3105],[25143],[11330],[10308],,,,,,,,,,,,,,,,,,,,,,,,,,
[10554],[7585],[19528],[17847],[5503],[18367],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[20368],[4375],[8659],[4375],[8310],[34074],[33593],[34050],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[15704],[16795],[29013],[9260],[11562],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[7118],[10683],[751],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[23422],[33406],[26811],[16357],[22286],[34808],[10404],[17571],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[1521],[20823],[28602],[16935],[14425],[20992],[34897],[14472],[28464],[27639],[34036],[28040],[20922],[21959],[35136],[24158],,,,,,,,,,,,,,,,,,,,,
[32452],[22998],[34731],[17650],[5486],[12597],[6358],[18254],[33737],[8454],[17723],,,,,,,,,,,,,,,,,,,,,,,,,,
[19303],[15904],[4764],[9761],[10989],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[6964],[28807],[2632],[1237],[7585],[34074],[18856],[12597],[6964],[23627],[34633],[27615],[23963],,,,,,,,,,,,,,,,,,,,,,,,
[12770],[29993],[34657],[21220],[20614],[15919],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[22223],[18003],[12669],[27240],[6068],[4053],[24208],[13444],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[27095],[17347],[32435],[12620],[3453],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2804],[26422],[26475],[8688],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[17859],[13932],[7982],[901],[13827],[13569],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[18367],[10692],[21430],[3117],[2684],[18218],[7585],[6545],[21919],,,,,,,,,,,,,,,,,,,,,,,,,,,,
[9997],[16825],[28723],[2249],[35038],[9969],[9702],[10464],[11667],[5792],[24015],,,,,,,,,,,,,,,,,,,,,,,,,,
[5617],[11101],[13771],[4007],[19844],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[6230],[25688],[14918],[9652],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[5007],[16967],[33540],[31346],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[33821],[9726],[28519],[18367],[3062],[15530],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[30882],[24183],[414],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[9513],[10096],[12042],[25299],[15532],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[911],[25443],[21190],[4647],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[15064],[26799],[1042],[7297],[17864],[5121],[24296],[34808],[8584],[9997],[18856],[27510],,,,,,,,,,,,,,,,,,,,,,,,,
[14646],[19453],[987],[32351],[232],[34780],[8318],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[17203],[10989],[14862],[26704],[24445],[34719],[31903],[13543],[34409],[31249],,,,,,,,,,,,,,,,,,,,,,,,,,,
[10683],[33593],[30485],[4570],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[28519],[27425],[27428],[27429],[23569],[18367],[28519],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[26811],[34793],[28068],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[22164],[25738],[23840],[28435],[23745],[28681],[9910],[29934],[17650],[27370],[12655],,,,,,,,,,,,,,,,,,,,,,,,,,
[12669],[14275],[30469],[27990],[12669],[26259],[2114],[12312],[17347],[19888],[29778],[32959],[2199],,,,,,,,,,,,,,,,,,,,,,,,
[10927],[7711],[18733],[2935],[31282],[10009],[3700],[25826],[20413],[20764],[21599],[21647],,,,,,,,,,,,,,,,,,,,,,,,,
[18254],[29786],[20822],[35038],[10269],[29016],[20105],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[25867],[33019],[31710],[19940],[5522],[34541],[27140],[34128],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[594],[11188],[7831],[31982],[10422],[1982],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[27716],[28799],[17864],[28799],[17832],[5587],[23979],[6236],[19211],[20588],[21668],,,,,,,,,,,,,,,,,,,,,,,,,,
[758],[21190],[9834],[7190],[10107],[12279],[3868],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[13211],[22022],[17161],[23279],[17784],[5461],[3836],[20226],[21420],[33216],[18091],[11267],[17832],,,,,,,,,,,,,,,,,,,,,,,,
[6777],[2745],[14512],[31496],[20616],[15958],[35138],[25409],[25410],[25408],[4904],,,,,,,,,,,,,,,,,,,,,,,,,,
[13569],[17418],[4595],[12290],[17598],[17386],[12920],[707],[4779],[2114],[27244],[2522],[4537],,,,,,,,,,,,,,,,,,,,,,,,
[10009],[7711],[18856],[18856],[32887],[25119],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[18081],[29596],[18157],[23316],[19622],[5768],[10422],[19503],[239],[22833],[234],,,,,,,,,,,,,,,,,,,,,,,,,,
[33506],[20130],[20220],[18184],[17347],[34638],[7585],[9286],[13986],,,,,,,,,,,,,,,,,,,,,,,,,,,,
[30450],[23627],[23552],[11497],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[20470],[5981],[1022],[16320],[3108],[33593],[30961],[32181],[32749],[980],,,,,,,,,,,,,,,,,,,,,,,,,,,
[14660],[11071],[31412],[17347],[33863],[19678],[10422],[2557],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[7343],[14862],[27095],[26839],[33942],[12312],[29267],[16441],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[32844],[20000],[25182],[27983],[32471],[11336],[29993],[27370],[32471],[21379],[33863],[27039],[25182],[8524],,,,,,,,,,,,,,,,,,,,,,,
[11193],[31295],[30279],[17778],[28915],[10378],[28519],[10009],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[9997],[29850],[31891],[26798],[18081],[17784],[20172],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[19063],[14850],[33593],[30806],[34731],[18218],[17983],[19063],[14850],[4684],[14851],,,,,,,,,,,,,,,,,,,,,,,,,,
[18439],[7585],[15480],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[19405],[31282],[18218],[31155],[1961],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[3117],[7585],[32887],[31697],[22331],[18021],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[13569],[10370],[7269],[18439],[1170],[20962],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[24281],[6815],[215],[911],[19278],[27146],[1900],[3052],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[4204],[12447],[20409],[32887],[14397],[12655],[33942],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[10927],[11510],[33737],[7837],[22235],[32378],[19740],[10942],[32905],[33942],[7841],,,,,,,,,,,,,,,,,,,,,,,,,,
[1460],[15871],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[13814],[1788],[4375],[12035],[25482],[31288],[13779],[9612],[1561],[5737],,,,,,,,,,,,,,,,,,,,,,,,,,,
[12728],[25508],[28188],[33435],[33446],[6039],[13771],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[7210],[2570],[23176],[11713],[9747],[16555],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[28429],[26689],[15077],[25143],[12655],[28561],[21194],[26389],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[12770],[13323],[29993],[23926],[26119],[32378],[1042],[11330],[21430],[7585],[19226],[13348],,,,,,,,,,,,,,,,,,,,,,,,,
[18880],[13457],[18367],[31020],[18367],[13456],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[33226],[21959],[13596],[31882],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[25544],[11012],[5138],[25482],[30984],[9187],[9001],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[4570],[33497],[12597],[27370],[33611],[32512],[33611],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[25950],[3170],[676],[31103],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[25939],[7635],[31343],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[27496],[32181],[16346],[31627],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[12770],[12582],[13719],[27295],[29982],[13913],[11683],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[27295],[27820],[30113],[25166],[1288],[27318],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[10927],[14509],[153],[29368],[34657],[24696],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[5362],[4000],[12132],[594],[33506],[12312],[16230],[23803],[15925],[6176],[14234],[25808],,,,,,,,,,,,,,,,,,,,,,,,,
[30964],[29190],[30964],[24183],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[26259],[33594],[32230],[12312],[2114],[8076],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[13169],[10200],[2632],[13168],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[21220],[25811],[28417],[27167],[11880],[12052],[16835],[15295],[1392],[215],[15759],,,,,,,,,,,,,,,,,,,,,,,,,,
[16904],[23316],[21062],[9849],[9165],[30150],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
